SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
A-19299	I had a healthy peek at the underground art world.	ألقيت نظرة فاحصة على عالم إجرام الفنون .	B-N		
A-19300	I had a hell of a time prying open the subassembly, but I got it.	أخذت وقتا كبيرا أدعو كي أفتح المجموعة الفرعية ولكني أحضرته	B-N		
A-19301	I had a key.	أمتلك مفتاح المنزل .	B-N		
A-19302	I had a letter this morning from Sir Richard Carlisle. Oh?	لقد وصلتني رسالة هذا الصباح من السيد ( ريتشارد كارلايل )	B-N		
A-19303	I had a little bit of wine with her because he'd already gone out.	لقد شربت معها القليل من النبيذ لانه كان قد خرج	B-N		
A-19304	I had a little... episode.	لقد حدث لي شيء بسيط	B-N		
A-19305	I had a long talk with Mozzie.	لقد حظيت . ( بحوار طويل مع ( موزي	B-N		
A-19306	I had a lot of spare Time on my hands.	لقد كنت متفرغا في معظم وقتي	M-N	لقد كنت متفرغة في معظم وقتي	
A-19307	I had a meeting with my accountant.	كلا ، كان لدي اجتماع مع محاسبي	B-N		
A-19308	I had a meeting with the coach at Marston Prep.	قابلت مع المدرب في واجبات مارستون المدرسية .	B-N		
A-19309	I had a messed-up childhood, too.	كانت طفولتي سيئة أيضا .	B-N		
A-19310	I had a painter friend of ours make it for Dana.	طلبت من صديق رسام ( لنا أن يرسمها لأجل ( دانا		HARD	
A-19311	I had a pastrami sandwich.	لقد أكلت شطيرة بسطرمة	B-N		
A-19312	I had a pizza delivered around 10:00.	لقد تم توصيل البيتزا حول الساعة 10	N-N		
A-19313	I had a plan. What?	ماذا ؟	N-N		
A-19314	I had a procedure done at Fairfield Clinic.	لقد تم إتخاذ إجراء في عيادة ( فيرفيلد )	N-N		
A-19315	I had a really long... Really long night.	ولكنني قضيت ليلة طويلة جدا	B-N		
A-19316	I had a really nice time last night in the park.	قضيت وقتا ممتعا ليلة البارحة في الحديقة	B-N		
A-19317	I had a really nice time tonight.	لقد أقضيت وقتا رائعا الليلة	B-N		
A-19318	I had a second dream just as frightening.	. . جاءنى الحلم الثانى مخيف أيضا . . .	B-N		
A-19319	I had a sense of peace about the state of our union.	للمرة الأولى منذ فترة طويلة كان لدي إحساس بالسلام بشأن حالنا		HARD	
A-19320	I had a shitty day today.	لقد قضيت يوما صعبا	B-N		
A-19321	I had a stomach ache, Sister Hildegarde.	- أنا أعاني من ألم في البطن ، أخت ( هيلدجارد )	B-F	- أنا أعاني من ألم في البطن ، أخ ( هيلدجارد )	
A-19322	I had a thing with Marco before Jamie did.	لقد كنت على علاقة ب " ماركو " قبل " جيمى "	B-N		
A-19323	I had a tough week at work.	كان أسبوعي صعبا في العمل .	B-N		
A-19324	I had a very nice time tonight.	لقد قضيت ليلة لطيفة جدا	B-N		
A-19325	I had a vision about robbing the biggest bank west of the Mississippi.	أتتني رؤية بشأن سرقة أكبر مصرف " في غرب " المسيسيبي	B-N		
A-19326	I had a vision of Fiona Banks.	لقد أتتني رؤية عن ( فيونا بانكز )	B-N		
A-19327	I had a vision.	حظيت برؤية .	B-N		
A-19328	I had a whole life at this school before Summer.	حياتي كانت حافلة في المدرسة قبل سمر .	B-N		
A-19329	I had a whole lot of trouble tonight.	لقد واجهتني الليلة الكثير من المشاكل .	B-N		
A-19330	I had all the applications, too.	كانت لدي الاستمارات أيضا	B-N		
A-19331	I had announced the risk of thermal distortion which...	كان هناك خطر من التشوه الحراري	B-N		
A-19332	I had bad dreams about monsters all the time when I was little.	كنت أحلم أحلام سيئة عن وحوش دائما عندما كنت صغيرة	F-N	كنت أحلم أحلام سيئة عن وحوش دائما عندما كنت صغيرا	
A-19333	I had beans send somebody past.	جعلت ( بينز ) يرسل شخصا هناك	B-N		
A-19334	I had been such an idiot.	لقد كنت جاهلا طيلة هذا الوقت .	M-N	لقد كنت جاهلة طيلة هذا الوقت .	
A-19335	I had breakfast with Dr. Charvat, the department head, before I came home this morning.	" تناولت الإفطار مع الدكتور " شارفيت رئيس القسم قبل أن آتي للمنزل في الصباح	B-N		
A-19336	I had dinner with a ghost.	أنني تناولت العشاء مع شبح .	B-N		
A-19337	I had disintegrated.	كنت قد تفككت .	B-N		
A-19338	I had done too much to turn back... and I had done too much to go on.	كنت قد اقترفت الكثير لأعود أدراجي وكنت قد اقترفت الكثير لأمضي قدما	B-N		
A-19339	I had dreams last night and uh. ..	رأيت حلم ليلة الأمس وأنت كنت فيه	B-B		
A-19340	I had faith in him.	كان لي الإيمان به .	B-N		
A-19341	I had fashioned a makeshift ramp.	أنا قد صنعت منحدر مؤقت .	B-N		
A-19342	I had five detectives tell me he's the one.	كان لدي خمسة محققين يخبروني بأنه الجاني	B-N		
A-19343	I had fun on our date!	لقد إستمتعت بموعدنا		HARD	
A-19344	I had gone out to tend the goats.	كان علي الخروج لرعي الأغنام	B-N		
A-19345	I had guests, one guest.	ألديكم غرفة خالية ؟	N-M!	ألديكن غرفة خالية ؟	
A-19346	I had help	لقد حظيت بمساعدة	B-N		
A-19347	I had help from a masked blonde woman in black.	- ساعدتني شقراء مقنعة سوداء الحلة .	B-N		
A-19348	I had her.	كان عنديها .	B-S		Colloquial
A-19349	I had high of the hospital of Mandalay, after having broken three ribs.	لقد تم تسريحى إلى مستشفى ماندلى ) مصابا بكسر فى ثلاثة أضلع )	M-N	لقد تم تسريحى إلى مستشفى ماندلى ) مصابة بكسر فى ثلاثة أضلع )	
A-19350	I had him for 10 years	كان معي لعشر سنوات	B-N		
A-19351	I had him go over all the video surveillance from the clinic.	جعلته يتحقق من كل اشرطة الفيديو من العيادة	B-N		
A-19352	I had hope with my most recent project.	التي أملتها في مشروعي الأخير	B-N		
A-19353	I had it all set up in the basement. What time was that?	قمت بتجهيزها في القبو	B-N		
A-19354	I had it all. I had a stereo that was very decent.	كنت أملكها كلها كنت أملك ستيريو عالي الجوده	B-N		
A-19355	I had it here!	كنت أرتديها هنا	B-N		
A-19356	I had it under control.	كان الامر تحت السيطرة حقا ؟	B-N		
A-19357	I had it well hidden. Maybe I lost it on the way.	كنت أخفيها جيدا ربما فقدتها فى الطريق	B-N		
A-19358	I had it with me, just in case.	لقد حملته معي للإحتياط	B-N		
A-19359	I had it.	حصلت عليها .	B-N		
A-19360	I had jury duty.	لديواجبهيئة المحلفين .	B-S		لديواجبهيئة
A-19361	I had life.	كانت لدي حياة	B-N		
A-19362	I had lost my arm can be. - Not true.	كان من الممكن أن أفقد ذراعي - لا لم يكن من الممكن . . .	B-N		
A-19363	I had made a car... kind of a talking car for a TV show.	كنت قد قدمت سيارة . . . نوع من سيارة يتحدث عن برنامج تلفزيوني .	B-N		
A-19364	I had me a vision that I was leaving this place.	" رأيت رؤية ، أنني أغادر هذا المكان "	B-N		
A-19365	I had mud up my nose, in my mouth, in my eyes.	كان هناك طين على أنفي ، في فمي ، في عيني .	B-N		
A-19366	I had my Jake signed up for Mommy and Me	لقد سجلت إبني ( جايك ) من أجل تطبيق الأم و أنا	B-N		
A-19367	I had my assistant go to a locksmith... but, yes, keys were made.	جعلت مساعدي يذهب إلى القفال ولكن ، نعم ، صنعت المفاتيح	B-N		
A-19368	I had my chance, and I missed it.	كانت عندي فرصتي ، وأنا إفتقدتها	B-N		
A-19369	I had my fingers crossed for Mel. I really liked her.	كنت اتمني أن تنجح الأمور مع ( ميل ) ، فلقد أحببتها حقا .	B-N		
A-19370	I had my little indiscretion.	لقد ارتكبت بعض الحماقة	B-N		
A-19371	I had my meeting with him today, and I thought he was going to tell me how well I've been doing, and instead... he threatened to expel me.	لقد اجتمعت به اليوم وظننت انه سيخبرني عن ادائي الجيد ، وبدلا من ذلك	B-N		
A-19372	I had my molecules rearranged, and got shoved out the side of a moving truck.	لقد تم إعادة ترتيب جزيئاتي و قد تم دفعي من جانب شاحنه متحركه	B-N		
A-19373	I had my share of legal problems while I was in Metropolis.	كان عندي نصيبي من المشاكل القانونية عندما كنت في ( ميتروبوليس )	B-N		
A-19374	I had my suspicions when I was, like, 12 or 13, but I didn't know for sure until a couple years later - when I went down on my first guy.	عندما كنت ، بسن ، اثنا عشر او ثلاث عشر لكن لم اكن متأكدا الا من سنتين عندما التقيت اول شاب	M-N	عندما كنت ، بسن ، اثنا عشر او ثلاث عشر لكن لم اكن متأكدة الا من سنتين عندما التقيت اول شاب	
A-19375	I had my suspicious when he met Khan.	كنت أشك عندما قابلت خان	B-N		
A-19376	I had my toothpaste confiscated!	لقد تمت مصادرة معجون أسناني	B-N		
A-19377	I had never been to New York before. I loved it.	لقد زرت نيويورك لقد أحببتها وأتذكر أني كنت أجلس وحدي	B-N		
A-19378	I had no choice but to jump in and just hope.	" لم يكن لدي خيار سوى بالقفز في داخله "	B-N		
A-19379	I had no choice.	- لم يكن لدي خيار .	B-N		
A-19380	I had no choice.	لا أملك الخيار	B-N		
A-19381	I had no choice. I will not have another Karr on my hands...	لم يكن لدي خيار آخر ، لم أكن لأحتمل حدوث خطا ( كار ) مرة أخرى	B-N		
A-19382	I had no control.	لم تكن لدي سيطرة	B-N		
A-19383	I had no family, Ezequiel.	ليس لدي عائلة	B-N		
A-19384	I had no idea I was gonna do that.	هلا سمحت لي أن أقول لك هذا ، رجاء ؟ حسنا ؟ آسف للغاية .	M-B	هلا سمحت لي أن أقول لك هذا ، رجاء ؟ حسنا ؟ آسفة للغاية .	
A-19385	I had no idea Wolf was even serious with anyone.	لم تكن لدي أي فكرة أن ( وولف ) كان في علاقة جادة مع أي شخص .	B-N		
A-19386	I had no idea any of this would happen.	لم أملك فكرة أن ذلك سيحدث	B-N		
A-19387	I had no idea how many anons there were until we started moving..	أنا ليس لدي أدنى فكرة كم عدد " المجهولين " الموجودين ، إلى أن بدأنا نتحرك . . .		HARD	
A-19388	I had no idea how many needles are involved in this thing.	لم تكن لدي أدنى فكرة عن عدد الإبر المتضمن في هذا الشيء .	B-N		
A-19389	I had no idea how to handle it, okay?	لم تكن لدي فكرة عن كيفية معالجة الأمر	B-N		
A-19390	I had no idea it was bogus at the time.	لم يكن لدي أي فكرة أنه مزور ذلك الوقت .	B-N		
A-19391	I had no idea it was so serious.	لم تكن لدي فكرة انها كانت علاقة جدية	B-N		
A-19392	I had no idea the evil was this pervasive.	لم يكن لدي أي فكرة كان هذا الشر المتفشي .	B-N		
A-19393	I had no idea the pearls belonged to the queen.	لم اعرف انها تنتمي للملكه	B-N		
A-19394	I had no idea they were deputies. But I should have.	لم أكن أعلم أنهم من الشرطة كان يجب علي ذلك	B-N		
A-19395	I had no idea this could actually be a job.	لم يكن لدي فكرة ان هذا من الممكن ان يكون عمل	B-N		
A-19396	I had no idea.	لم أعلم .	B-N		
A-19397	I had no idea.	ليس لدي أية فكرة	B-N		
A-19398	I had no idea. - Yes. I did know something.	نعم أعرف شيئا عنه نعم أعرف قليلا	B-N		
A-19399	I had no one else to call.	ليس لدي شخص آخر أتصل به	B-N		
A-19400	I had no other choice.	لم يكن لدي أي خيار آخر .	B-N		
A-19401	I had no part in it.	لم يكن لي دور في هذا .	B-N		
A-19402	I had no right.	لم يكن لي حق بذلك .	B-N		
A-19403	I had no time to display the jewels properly.	لم يكن لدي وقت كاف لوضع الجواهر علي كما ينبغي	B-N		
A-19404	I had normal.	حياتي طبيعية	B-N		
A-19405	I had nothing against her.	لم يكن لدي شئ ضدها	B-N		
A-19406	I had nothing to do with Nick Ford.	ليس لي علاقة ب ( نيك فورد )	B-N		
A-19407	I had nothing to do with that.	أنا لم أتسبب بشيء من ذلك	B-N		
A-19408	I had nothing to do with the robbery Or Doyle Murphy's murder.	لا علاقة لي بعملية السطو أو جريمة قتل ( دويل ميرفي )	B-N		
A-19409	I had nothing. I was picked up in Louisiana.	لم أملك شيئا ، تم اعتقالي في ( لويزيانا )	B-N		
A-19410	I had obligations to my family, to my father.	لدي إلتزامات تجاه عائلتي و تجاه والدي	B-N		
A-19411	I had on boots last night before I left.	لم أكن ألبس هذه الأحذية بالأمس قبل أن أغادر .	B-N		
A-19412	I had one idea. It was pretty bad.	كانت لدي فكرة واحدة وكانت سيئة للغاية .	B-N		
A-19413	I had one last card to play:	أمامي ورقة أخيرة لألعب بها	B-N		
A-19414	I had one on my door. It was on Family Day.	حظيت بواحدة على بابي كانت في يوم العائلة	B-N		
A-19415	I had only 120 yen when I got to the station.	لم يكن معي سوى 120 ين عندما وصلت إلى المحطة	B-N		
A-19416	I had other reasons to check the phone records.	. كان لدي أسباب أخرى لأتفقد سجل الهاتف	B-N		
A-19417	I had prepared the whole thing very carefully.	لقد أعددت كل شيء بعناية فائقة	B-N		
A-19418	I had saved almost $1 00 from my watercolors, just enough money to get me out of the town, out of the county, and out of the state of South Carolina forever!	كنت قد جمعت 100 $ من لوحاتي المائية فقط مايكفي من المال للخروج من البلدة الخروج من المقاطعة	B-N		مايكفي
A-19419	I had school.	كان لدي مدرسة .	B-N		
A-19420	I had sex with Eartha Kitt in an airplane bathroom, and these are the only guys I've ever told.	مارست الجنس مع ( إرثا كيت ) بحمام طائره و لم أخبر إلا هؤلاء الأشخاص	B-N		
A-19421	I had sex with Julian because I wanted to.	لقد قمت بالجنس معه لأنني أردت ذلك	B-N		
A-19422	I had so much fun.	استمتعت كثيرا	B-N		
A-19423	I had some help.	. لقد أخذت بعض المساعدة	B-N		
A-19424	I had some help.	تلقيت بعض المساعدة	B-N		
A-19425	I had some reservations about us working together,	كان لدي بعض التحفظات بشأن عملنا سويا ،		HARD	
A-19426	I had some things to take care of.	كان لدى بعض الاشياء اعتنى بها	B-N		
A-19427	I had something I love cruelly and suddenly taken away.	كان لدي شيء أحبه وتم سلبه مني بوحشية وبصورة مفاجئه	B-N		
A-19428	I had something to do around here.	لدي ما أفعله في الجوار .	B-N		
A-19429	I had stopped believing in his dreams.	النادي ، فإنه قدم لنا الحماية . نخفي في الأفق .	B!-N		Bad translation
A-19430	I had that guy nailed, not to mention all the... all the witnesses at the wedding.	لقد تركت ذاك الرجل مأسور ناهيك . . - بكل الشهود الذين في الزفاف	B-B		
A-19431	I had that same look on my face the first time somebody handed me one of those.	كانت لدي نفس النظرة عندما أعطاني أحدهم ورقة كهذه لأول مرة	B-N		
A-19432	I had the Thallium in a salt packet hidden in my pocket.	كان لي الثاليوم في علبة الملح مخبأة في جيبي .	B-N		
A-19433	I had the armorer replace all neck guards with hide.	كان علي جعل صانع الدروع يستبدل ذلك في جميع دروع الحراس بالجلد	B-N		
A-19434	I had the heart attack almost four months ago.	إنتابنتي نوبة قلبية منذ حوالي الأربعة أشهر	B-N		
A-19435	I had the money.	كان معي المال .	B-N		
A-19436	I had the most amazing ideia for how to use my Polaroids in the Newport show.	كان عندي الفكرة الأكثر دهشة لكيفة إستعمال بولا رودسي في معرض نيو بورت	B-N		
A-19437	I had the opportunity to interview these men when they broke into my house and, by gunpoint, made me tell their story from their point of view.	كانت لدى الفرصه فى مقابله هؤلاء الرجال مقابله خاصه عندما اقتحموا منزلى وقاموا بتهديدى لكى اروى . . . قصتهم	B-N		
A-19438	I had the poop part, but not the nincom.	كانت لدي " روت " ، لكن أغفلت عن " وايلر "	B-N		Bad translation
A-19439	I had the same kind of mom.	كان لدي نفس ذات الأم	B-N		
A-19440	I had the sys admin check that server again.	لقد جعلت مدير النظام يفحص السيرفر	B-N		
A-19441	I had the urge to read something likable about myself.	كان عندي شوق أن أقرأ شيء محبوب مكتوب حولي	B-N		
A-19442	I had the whole thing with the family.	كان لدي أمر مع العائله	B-N		
A-19443	I had them made when I was working for my stepfather.	لقد اعطيتها لها عندما كنت اعمل مع زوج امى	B-N		
A-19444	I had this Latina girlfriend, Diana.	تلك الصديقة اللاتينية الساخنة ، ديانا	N-B		Bad translation
A-19445	I had this figured out all wrong.	لدى هذا التصور بعيدا عن الخطأ	B-N		
A-19446	I had this idiot in who said the Mafia put a contract out on his dog.	قابلت ذلك الغبي وقال إن المافيا استأجرت أحدهم لقتل هذا الكلب	B-N		
A-19447	I had this list of names.	كان عندي هذه القائمة من الأسماء ؟	B-N		
A-19448	I had this really bad dream where I as a jackass to my mom.	لدي هذا الحلم السئ أني كنت فظا مع أمي	M-N	لدي هذا الحلم السئ أني كنت فظة مع أمي	
A-19449	I had those extra wheels on the back	لكن مع وجود عجلات إضافية في الخلف	N-N		Bad translation
A-19450	I had thought ofthat, but my best friend... said that it's better to train an old dog than buy a new one.	لقد فكرت في ذلك ، ولكن أفضل صديقاتي قالت لي من الأفضل أن تروضي كلبا قديما بدلا من أن تشتري جديدا		HARD	
A-19451	I had thought to stick my pen behind my ear and say "zounds"	فكرت بوضع قلمي خلف أذني و أظهر غضبي	B-N		
A-19452	I had three older brothers who loved to pick on me.	لدي 3 أخوة أكبر كانوا يحبون أن يضايقوني .	B-N		
A-19453	I had time to mend all of Rodney's old sweaters.	وجدت الوقت لإصلاح جميع سترات ( رودني ) القديمة	B-N		
A-19454	I had to ask permission to go to the state fair with my best friend and her parents.	كان علي أن أخذ الإذن إذا أردت الذهاب مع والدي أو أصدقائي	B-N		
A-19455	I had to call someone.	يجب أن أتصل بأحدهم .	B-N		
A-19456	I had to check her room to know for sure she wasn't there.	كان علي أن أفتش غرفتها حتى أتأكد من أنها لم تكن بالبيت	B-N		
A-19457	I had to contain me!	كان علي احتواء نفسي	B-N		
A-19458	I had to deal with Patty's choreography,	كان علي التعامل مع الكوريغرافيا باتي ،	B-N		
A-19459	I had to dilute some of the... (heavy breathing)	السير ، وإمدادات منخفضة . كان لي لتخفيف بعض من . . . ( الثقيلة في التنفس )	B-N		Bad translation
A-19460	I had to ditch this weird guy who's staying at our house.	كان على أن أنبذ هذا الرجل الغريب الذي أقيم في بيتنا		HARD	
A-19461	I had to do some time.	وكان لي ل على البقاء في السجن .	B-N		Bad translation
A-19462	I had to do something.	كان علي أن أفعل شيئا .	B-N		
A-19463	I had to do something.	توجب علي فعل شيء	B-N		
A-19464	I had to do that myself.	كانعليأن أفعلذلك بنفسي	B-S		
A-19465	I had to draw the line.	كان علي أن أضع حدا	B-N		
A-19466	I had to drop the price three times.	لقد اضطررت لتخفيض سعره 3 مرات	B-N		
A-19467	I had to drop these off before I left.	اريد ان عطيك هذه قبل ان ارحل	B-S		عطيك
A-19468	I had to fight and claw my way for everything.	كان يجب أن أقاتل من أجل كل شيء .	B-N		
A-19469	I had to find Mitch's medicine.	كان علي أن أجد الدواء ميتش .	B-B		Bad translation
A-19470	I had to find out what happened, even if it meant I'd done something terrible.	توجب علي اكتشاف ما حدث حتى لو كان هذا يعني ارتكابي لشيء فظيع	B-N		
A-19471	I had to get out of there. It's so stifling.	يجب أن أخرج من هنا إن المعيشة خانقة للغاية	B-N		
A-19472	I had to get the baby. He was crying.	يجب علي حمل الطفل أنه يبكي	B-N		
A-19473	I had to get the union off my back.	كان لابد لي أن أتملص من النقابة .	B-N		
A-19474	I had to give her a sedative.	كان علي أن أعطيها مسكن للألم	B-N		
A-19475	I had to go to therapy for years, and the kids at school found out, and they would laugh at me and make fun of me, call me "ghost girl."	كان علي الذهاب للعلاج النفسي لسنوات ، والأطفال في المدرسة عرفوا ، وكانوا يضحكون علي ويستهزئون بي ،	B-N		
A-19476	I had to go with a woman from church that I hate.	اضطررت للذهاب مع امرأة من الكنيسة و التيأكرهها	B-S		التيأكرهها
A-19477	I had to guess on the testicles, 'cause he hadn't described 'em.	كان علي تخيل الخصيتين لأنه لم يصفهم لنا		HARD	
A-19478	I had to hear it from Perry Cline.	كان على سماع ذلك من ( بيرى كلاين )	B-N		
A-19479	I had to in order to help my roommate.	- كان علي لأساعد رفيقي السكني .	B-N		
A-19480	I had to intubate him.	توجب على أن أضع أنبوب التنفس	B-N		
A-19481	I had to invite him...	لقدقمتبدعوته . . .	B-S		
A-19482	I had to jinx us, didn't I?	كان علي أن أجلب النحس لنا ، أليس كذلك ؟		HARD	
A-19483	I had to lead her to something of value so she'd back off.	كان لابد أن أقودها إلى شيء ذي قيمة حتى تتراجع	B-N		
A-19484	I had to learn everything I could about the person Morra is working with. Yeah?	ولكني اضطررت لمعرفة كل ما بوسعي عن الشخص الذي يعمل معه ( مورا ) .	B-N		
A-19485	I had to learn the hard way... not to take chances with this kind of thing.	لا تستهينين بهذا النوع من الاشياء	N-F	لا تستهن بهذا النوع من الاشياء	
A-19486	I had to leave Leipzig in a hurry.	اضطررت ان اغادر ليبزغ في عجالة	B-N		
A-19487	I had to let him go.	كان علي التخلص منه .	B-N		
A-19488	I had to let them in. They had a warrant.	بحوزتهم مذكرة	N-N		Bad translation
A-19489	I had to listen to this jerk all morning. Can we listen to something else?	أبي ، أنا استمع لهذا الأحمق منذ الصباح أيمكننا الإستماع لشيء آخر ؟		HARD	
A-19490	I had to lose Krell.	يجب أن أظلل " كريل "	B-N		
A-19491	I had to make sure he would never find me.	كنت حريصة على أن لا يجدني أبدا	F-N	كنت حريصا على أن لا يجدني أبدا	
A-19492	I had to replace every part of my once-strapping... virile pirate body... with this useless hunk of garbage ye see before ye.	اضطررت أن أبدل كل جزء من جسدي القرصاني الرجولي الضخم بقطعة الخردة التي ترونها أمامكم	B-N		
A-19493	I had to reroute to get power!	اضطررت لتغيير المسار لأحصل على بعض الكهرباء	B-N		
A-19494	I had to run it out.	توجب علي الرحيل	B-N		
A-19495	I had to say everything.	توجب علي قول كل شيء	B-N		
A-19496	I had to shelve the trouser bench anyway.	توجي علي التخلي عن السروال المقعد	B-S		توجي
A-19497	I had to special order it from germany.	لقد قمت بطلب خاص من ألمانيا	B-N		
A-19498	I had to teach myself to be this way.	كان لا بد أن أعلم نفسي كي أكون هكذا .	B-N		
A-19499	I had to tell our lord that the Constable of the Tower had come to fetch him.	كان ينبغي أن أخبر سيدي عن أن شرطي البرج أتى ليعتقله .	B-N		
A-19500	I had to threaten not to kick his ass in order to get it.	كان علي ان اهدده بأني لن اركله من اجل الحصول عليها .	B-N		
A-19501	I had to tilt that sucker back.	كان علي أن أميل لهذا يا أحمق	B-M	كان علي أن أميل لهذا يا حمقاء	
A-19502	I had to try.	كان لي لمحاولة .	B-N		
A-19503	I had to wait till he put it out.	كآن يجب علي أن انتظر إلى ان تخلص منهآ - الآ تزآل . .		HARD	Ambigious (2nd/3rd) تزآل
A-19504	I had to, honestly.	توجب علي ذلك	B-N		
A-19505	I had to...	لم يكن هناك مطعم مفتوح غيره	B-N		
A-19506	I had tons of energy and no morning sickness.	لدي الكثير من الطاقة ولا امراض صباحية	B-N		
A-19507	I had two fingers of whiskey before I went to bed.	لقد تناولت مقدارا ضئيلا من الويسكي قبيل خلودي للنوم	B-N		
A-19508	I had two minutes to get my bet down.	كان لي اثنين دقائق للحصول على رهاني أسفل .	B-N		Bad translation
A-19509	I had two mochaccinos.	" لقد شربت قدحين " موكيتشينو	B-N		
A-19510	I had warned.	كنت قد حذر .	B-S		Bad translation قد كنت حذرا
A-19511	I had... one bite.	بأخذ لقمة واحدة	N-N		
A-19512	I hadn't applied, registered, or paid for it.	، أني لم أقبل . لم أسجل ، ولم أدفع ثمن الدراسة	B-N		
A-19513	I hadn't felt anything... for a long time.	. . . لم أشعر بأي شيء لوقت طويل	B-N		
A-19514	I hadn't had a meal in weeks.	أنا ما تناولت وجبة طعام في أسابيع .	B-N		
A-19515	I hadn't just spent seven weeks at Belle Reve.	أنا لم أقضي 7 أسابيع في بيل ريف	B-N		
A-19516	I hadn't thought about it.	إننى حقا لم أفكر فى ذلك	B-N		
A-19517	I hadn't thought of that at all.	أنا لم أفكر في ذالك مطلقا	B-N		
A-19518	I hadn't thought of that.	لم افكر فى هذا	B-N		
A-19519	I handle my business. apparently, nate doesn't.	انا توليت اعمالي لكن يبدو ان نيت لايفعل	B-N		لايفعل
A-19520	I handle, good ones and great ones.	الجيدون والعظماء	N-N		Bad translation
A-19521	I happen to be an excellent marksman.	فأنني إمرأة بارعة في الرماية .	F-N	فأنني رجل بارع في الرماية .	
A-19522	I happen to be personal friends with the owner.	وصدف أنني صديق لمالكته	M-N	وصدف أنني صديقة لمالكته	
A-19523	I happen to have definite ideas on the subject.	أنا يحدث لديهم أفكار واضحة حول هذا الموضوع .	B-N		Bad translation
A-19524	I happen to have headmistress Queller's home number in my phone.	يصادف أن لدي رقم منزل المديرة ( كويلر ) في هاتفي	B-N		
A-19525	I happen to not.	كلا ، لا علم لي .	B-N		
A-19526	I happened to be looking for a suit for the Coalman two weeks ago.	حدث و أني كنت أبحث عن بدلة للفحام قبل أسبوعين	B-N		
A-19527	I happened.	أنا الذي حدث	B-N		
A-19528	I hardly know him, Jen.	- أنا أعرفه بالكاد يا جين	B-B		
A-19529	I hardly know.	أنا لا يكاد يعرف .	B-N		
A-19530	I hardly think he'd have done that if it wasn't authentic.	و أعتقد أنه لن يقوم بذلك إلى إذا كانت حقيقية	B-N		
A-19531	I hate Bewitched.	أكره السحرة	B-N		
A-19532	I hate China.	أكره الصين	B-N		
A-19533	I hate Christmas.	أكره عيد الميلاد .	B-N		
A-19534	I hate Dad... so much for doing this to us.	أنا أكره أبي كثير جدا ما فعله فينا		HARD	
A-19535	I hate Karev.	أكره ( كريف ) .	B-N		
A-19536	I hate Saint Agatha's Day.	أنا أكره يوم القديس أغاثا	B-N		
A-19537	I hate Sunkist, and Sunmaid, and every other label with a wholesome-looking girl on it.	اكرهه شركة سنكيست وسنميت وكل علامة تضع صورة فتاة تبدو صحيه .	B-N		
A-19538	I hate bartenders.	خذ ساقي الحانة على سبيل المثال إنني أكرههم	B-M	خذي ساقي الحانة على سبيل المثال إنني أكرههم	Bad translation
A-19539	I hate being left in the dark.	أكره أن أترك في الظلام .	B-N		
A-19540	I hate being poor.	أكره كوني فقيرة .	F-N	أكره كوني فقيرا .	
A-19541	I hate boxing.	لأني أكره الملاكمة	B-N		
A-19542	I hate feet, and look at me now.	أكره الأقدام وانظري لي الآن	B-F	أكره الأقدام وانظر لي الآن	
A-19543	I hate funeral homes.	أبغض دور الجنازة	B-N		
A-19544	I hate gypsies.	أكره الغجر .	B-N		
A-19545	I hate him, I hate him, I hate him.	أنا أكرهه ، . أنا أكرهه ، . أنا أكرهه .	B-N		
A-19546	I hate him.	أني أكرهه .	B-N		
A-19547	I hate homophobia.	كم أبغض الخوف المرضي من المثلية .	B-N		
A-19548	I hate hospitals, but it really wasn't all that scary...	- أكره المستشفيات - لكني لم أكن خائفة من كل هذه الحقن و الأشياء - لم تكن مرعبة	F-N	- أكره المستشفيات - لكني لم أكن خائفا من كل هذه الحقن و الأشياء - لم تكن مرعبة	
A-19549	I hate how people look down at pit bulls just 'cause of the way they look.	أكره الناس الذين يحتقرون البيتبول لمجرد النظر اليها	B-S		البيتبول
A-19550	I hate it here.	أكره الحب هنا	B-N		
A-19551	I hate it so bad.	أكرهها جدا	B-N		
A-19552	I hate it there. It smells weird.	اكره الصالون ، رائحته غريبه	B-N		
A-19553	I hate it when he does that.	أكره عندما يفعل هذا	B-N		
A-19554	I hate it when people call me "girlie."	أكره الناس عندما يطلقون علي فتاة	F-N	أكره الناس عندما يطلقون علي فتى	
A-19555	I hate it when women are discriminated against.	أكره هذا حينما يتم التعصب تجاه النساء	B-N		
A-19556	I hate kids.	- أكره الصبايا .	B-N		
A-19557	I hate lying to him.	أكره الكذب عليه	B-N		
A-19558	I hate me.	أنا أكره نفسى	B-N		
A-19559	I hate motorcycles.	أنا أكره الدراجات الناريه	B-N		
A-19560	I hate my dick!	أكره قضيبي !		HARD	
A-19561	I hate my stupid job.	أكره عملي السخيف	B-N		
A-19562	I hate people who give up before giving it a shot.	أكره الناس الذين يستسلمون قبل أن يجربوا	B-N		
A-19563	I hate school.	انا اكره المدرسة . .	B-N		
A-19564	I hate spit! I hate it!	- أكره البصاق	B-N		
A-19565	I hate that I'm so mad at him.	أكره أنني غاضبة جدا منه	F-N	أكره أنني غاضب جدا منه	
