SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-9664	I'm asking you to help yourself.	إني أسألك أن تساعد نفسك	B-M	إني أسألك أن تساعدي نفسك	
C-9665	I'm asking you to retreat, lords, for a price, for silver.	أطلب منكم التراجع يا سادة بثمن من الفضة		HARD	
C-9666	I'm asking you to stay, trust me, work with me.	أنا أطلب منكم البقاء ، ثقوا بي ، إعملوا معي ، فقط . . .	B-M!	أنا أطلب منكن البقاء ، ثقن بي ، إعملن معي ، فقط . . .	
C-9667	I'm asking you.	. إنني أترجاك	B-B		
C-9668	I'm asking you... Please.	انا اطلب منك ، ارجوك	B-B		
C-9669	I'm assuming you're available.	أفترض أنك متاح	B-M	أفترض أنك متاحة	
C-9670	I'm at a crime scene by the shithole the Seven Seas motel, and I need you here, okay?	- أنا فى مسرح الجريمة انا محتاج اليك هنا ، اوكى ديكس ؟	M-B	- أنا فى مسرح الجريمة انا محتاجة اليك هنا ، اوكى ديكس ؟	
C-9671	I'm authorized to allow. Well, you've certainly earned it.	مصرح لي ان اعطيها . بالتأكيد انت استحقيتها .	B-B		
C-9672	I'm begging you to go and find out for yourself.	أناأتوسل إليك للذهاب وأن تكتشفي الأمر بنفسك	B-S		أناأتوسل
C-9673	I'm begging you.	أرجوك خذ أطفالي فقط	B-M	أرجوك خذي أطفالي فقط	
C-9674	I'm begging you. My wife and daughter are depending on me.	الاستماع ، أتوسل إليكم ، زوجتي وطفلي ينتظرني لاختيار .		HARD	Bad translation
C-9675	I'm behind you, Toby.	أنا خلفك يا طوبي	B-B		
C-9676	I'm better now that you're here.	أنا بخير لأنك متواجده	B-F	أنا بخير لأنك متواجد	
C-9677	I'm bloody drenched, you idiot.	أنا مبلل جدا ، أنت أحمق	M-M	أنا مبللة جدا ، أنت أحمق	
C-9678	I'm calling on you!	إني أدعوك	B-B		
C-9679	I'm certainly not going to tell you who he was now.	بلا شك لن أخبرك من كان	B-B		
C-9680	I'm checking, you know, sometimes you make a mistake and I deliver the fucking pizzas to the wrong fucking address.	كنت أتأكد ، أحيانا تخطئ . . . وأوصل البيتزا اللعينة . . . إلى الشحص الغير مناسب	B-M	كنت أتأكد ، أحيانا تخطئين . . . وأوصل البيتزا اللعينة . . . إلى الشحص الغير مناسب	
C-9681	I'm coming for you, you son of a bitch.	أنا قادم إليك يا ابن العاهرة	M-M	أنا قادمة إليك يا ابن العاهرة	
C-9682	I'm coming with you.	ساذهب معك	B-B		
C-9683	I'm concerned about you.	لكن ، أتعلمين ، أنا . . .	B-F	لكن ، أتعلم ، أنا . . .	
C-9684	I'm concerned with your well-being.	أنا مهتم جدا بصحتكم	M-M!	أنا مهتمة جدا بصحتكم	
C-9685	I'm connecting you now.	سيدي ، سأحولك الآن	B-M	سيدتي ، سأحولك الآن	
C-9686	I'm contacting you because an injustice has been done.	أنا اتصل بك بسبب أن هناك ظلم قد تم اقترافه	B-B		
C-9687	I'm counting on each one of you to keep that secret for me.	أنا أعتمد على كل واحد منكم للحفاظ على هذا السر	B-M!	أنا أعتمد على كل واحدة منكن للحفاظ على هذا السر	
C-9688	I'm counting on you tomorrow night.	. أنا أعتمد عليك بليلة الغد	B-B		
C-9689	I'm counting on you. Protect him like your own brother.	أنا أعتمد عليك ، اعتني به كما لو كان أخاك	B-F	أنا أعتمد عليك ، اعتن به كما لو كان أخاك	
C-9690	I'm crazy about you.	أنا مهوس بك .	B-S		مهوس >>> مهووس
C-9691	I'm cross-examining someone and I get an answer I don't believe this is what you do.	أنا استجوب شخص وأحصل على إجابة غير مقنعة هذا هو ما تفعله	B-M	أنا استجوب شخص وأحصل على إجابة غير مقنعة هذا هو ما تفعلينه	
C-9692	I'm cutting you off.	لن أفعل ذلك	B-N		
C-9693	I'm delighted you could make it too.	أنا سعيد أنك أستطعت الحضور أيضا	M-B	أنا سعيدة أنك أستطعت الحضور أيضا	
C-9694	I'm disappointed with the way you acted today... but I'm not surprised.	خاب أملي من الطريقة التي تصرفت بها اليوم لكنني لست متفاجئة	F-B	خاب أملي من الطريقة التي تصرفت بها اليوم لكنني لست متفاجئا	
C-9695	I'm doing it and I want you to come with me and be our senior producer.	سأفعلها وأريدك أن تأتي معي لتكون المنتج المساعد .	B-M	سأفعلها وأريدك أن تأتي معي لتكوني المنتجة المساعدة .	
C-9696	I'm doing this for your own good, Clarke.	أنا أفعل هذا لمصلحتك ، كلارك .	B-B		
C-9697	I'm doing what I practiced. I won't make you look bad.	لا تقلق أنا أقوم بما تمرنت عليه لن يكون سيئا	B-M	لا تقلقي أنا أقوم بما تمرنت عليه لن يكون سيئا	
C-9698	I'm done hearing you talk, Kevin.	- أنا لا يستمع كيفن .		HARD	
C-9699	I'm done helping you move.	أنا أنتهيت من مساعدتك	B-B		
C-9700	I'm done. Listen, you're close with the guy, right?	لقد اكتفيت	B-N		
C-9701	I'm enjoying this soberish you where your head doesn't dip and fall when I talk.	أنا أستمتع برفقتك وأنت يقظ ورأسك لا يتمايل ويقع وأنا أتحدث	B-M	أنا أستمتع برفقتك وأنت يقظة ورأسك لا يتمايل ويقع وأنا أتحدث	
C-9702	I'm expecting you to provide the information necessary to do said Dazzling.	أتوقع منك أن تقدمي المعلومات اللازمة لينبهروا	B-F	أتوقع منك أن تقدم المعلومات اللازمة لينبهروا	
C-9703	I'm falling in love with you, too.	أنا أقع في غرامك أيضا	B-B		
C-9704	I'm finding it really hard not to come over there and kiss you.	إني أواجه صعوبه في القدوم إليك وتقبيلك	B-B		
C-9705	I'm finding it really hard to look at your face. 'Cause I really, really, really want to bash it in.	أجد أنه من الصعب النظر إلى وجهك لأني أريد أن ألكمه بشدة	B-B		
C-9706	I'm fine, thank you very much, nice of you to ask.	أنا بخير ، شكرا جزيلا لك ، شكرا على سؤالك	B-B		
C-9707	I'm fine. Close the door. I'll show you how fine i am.	أنا بخير أغلقي الباب لأريك كيف أنا بخير	B-F	أنا بخير أغلق الباب لأريك كيف أنا بخير	
C-9708	I'm fine. Daniel told me about your breakup.	أخبرني ( دانيال ) بشأن انفصالكما	B-B!		
C-9709	I'm finished as party leader, don't you think?	انتهى دوري كقائد حزب الا ترى ذلك ؟	M-M	انتهى دوري كقائدة حزب الا ترى ذلك ؟	
C-9710	I'm fond of you and the boy.	. أنا مولع بك و بالصبي	M-B	. أنا مولعة بك و بالصبي	
C-9711	I'm fresh out of ideas as to how to impress your father.	أنا حديث الأفكار فقط أريد أن أؤثر بوالدك	B-B		
C-9712	I'm getting a lot of pressure from the ethics committee to choose anyone but you.	أنا على الحصول على الكثير من الضغط من لجنة الأخلاق لاختيار أي شخص ولكن لك .	B-B		
C-9713	I'm giving each of you a chance to invest in yourselves, in your own future, to stop being dependent on your parents, your husbands, anyone. (Silverware clanks against glass)	في مستقبلها ، لكي توقفون الأعتماد على والديكم ، ازواجكم ،		HARD	ازواجكم
C-9714	I'm giving you a chance.	أنا أعطيك فرصة .	B-B		
C-9715	I'm giving you a great deal.	إنى أعرض عليك صفقة رائعة .	B-B		
C-9716	I'm giving you all the freedom to learn how to be more self-reliant.	أنا أعطيكم كل الحرية لتعلم كيفية الإعتماد على أنفسكم أكثر	B-M!	أنا أعطيكن كل الحرية لتعلم كيفية الإعتماد على أنفسكن أكثر	
C-9717	I'm glad I could do something to make you happy.	- أقله ، عملت شيئا يسرك	B-B		
C-9718	I'm glad I let you talk me into this, Burt.	( أنا سعيد لأنني جعلتك تحدثي بهذا الأمر ( بيرت	M-F	( أنا سعيدة لأنني جعلتك تحدثي بهذا الأمر ( بيرت	Bad translation
C-9719	I'm glad for you that she got off.	. . . أنا فرح من أجلك أن " هذر " نفذت من تلك الورطة	M-B	. . . أنا فرحة من أجلك أن " هذر " نفذت من تلك الورطة	
C-9720	I'm glad it didn't kill you, monsieur.	أنا سعيده لإنه لم يقتلك سيدي	F-M	أنا سعيد لإنه لم يقتلك سيدي	
C-9721	I'm glad she dragged you over here tonight.	أنا سعيدة لأنها سحبتك معها إلى هنا الليلة	F-B	أنا سعيد لأنها سحبتك معها إلى هنا الليلة	
C-9722	I'm glad that you're so pleased with yourself because now Keysha and Daryl are not going to get the education that we were hoping they'd get.	أنا سعيدة لأنك راض بنفسك الآن ( كيشيا ) و ( ديريل ) لن يحظوا بالتعليم الذي كنا نأمل بأن يحظوا به		HARD	
C-9723	I'm glad to be working on this with you.	أنا سعيد بأن أعمل معك في هذا .	M-B	أنا سعيدة بأن أعمل معك في هذا .	
C-9724	I'm glad to hear you say that.	أنا سعيد لسماعك تقول هذا	M-M	أنا سعيدة لسماعك تقول هذا	
C-9725	I'm glad we came while you're here, Commander Pyxis.	يسرني قدومنا و أنت هنا ( يا أيها القائد ( بيكشيز		HARD	
C-9726	I'm glad you came, okay?	أنا مسرور لقدومك ، حسنا ؟	M-B	أنا مسرورة لقدومك ، حسنا ؟	
C-9727	I'm glad you came.	يسعدني مجيئك	B-B		
C-9728	I'm glad you could be here to see this, Jeff.	أنا مسرور أنك هنا لترى هذا ، جيف	M-M	أنا مسرورة أنك هنا لترى هذا ، جيف	
C-9729	I'm glad you could come.	سررت بقدرتك على المجيء .	B-B		
C-9730	I'm glad you decided to stay in Harley Street, although it is now heiress.	أنا مسرورة جدا بأنها قررت البقاء معنا في شارع " هارلي " ، على الرغم من أنها الآن وريثة .		HARD	
C-9731	I'm glad you didn't.	سعيدة لعدم فعلك ذلك .	F-B	سعيد لعدم فعلك ذلك .	
C-9732	I'm glad you didn't. I understand how you feel.	يسرني أنك لم تفعل	B-M	يسرني أنك لم تفعلي	
C-9733	I'm glad you didnt snap my neck.	" أنا سعيد أنك لم تكسرى رقبتي " بالأسبانية *	M-F	" أنا سعيدة أنك لم تكسرى رقبتي " بالأسبانية *	
C-9734	I'm glad you don't want to talk.	يسرنى أنك لا تريد أن تتكلم يا ( ريكين ) ، أتعلم هذا ؟	B-M	يسرنى أنك لا تريدين أن تتكلمي يا ( ريكين ) ، أتعلمين هذا ؟	
C-9735	I'm glad you enjoy the Pie. Oh, thankee, my boy, I do.	سررت لكونك تمتعت بالفطيرة شكرا لك يا فتى ، لقد تمتعت	B-M	سررت لكونك تمتعت بالفطيرة شكرا لك يا فتاة ، لقد تمتعت	
C-9736	I'm glad you got my letter.	أنا ممتنة لأنك حصلت على رسالتي	F-B	أنا ممتن لأنك حصلت على رسالتي	
C-9737	I'm glad you got that out of your system.	أنا مسرور أنك استبعدتها من النظام	M-B	أنا مسرورة أنك استبعدتها من النظام	
C-9738	I'm glad you made it home, mom.	أنا سعيد بعودتك يا أماه .	M-F	أنا سعيدة بعودتك يا أماه .	
C-9739	I'm glad you made your reservations early,	يسرني أنكم حجزتم مبكرا	B-M!	يسرني أنكن حجزتن مبكرا	
C-9740	I'm glad you said no to me back then, Raymond. You didn't have the stomach for it.	إني سعيد أنك رفضت عرضي آنذاك يا ( ريموند ) ، فإنك ليس لديك الجرأة له .	M-B	إني سعيدة أنك رفضت عرضي آنذاك يا ( ريموند ) ، فإنك ليس لديك الجرأة له .	
C-9741	I'm glad you understand what I'm driving at.	سعيد أنك فهمت ما أحاول قوله	M-B	سعيدة أنك فهمت ما أحاول قوله	
C-9742	I'm glad you're all here. Meet each other.	انا مسرور بحضوركم ، تعرف على بعضكم		HARD	تعرف - بعضكم
C-9743	I'm glad you're all right.	أنا مسرور لأنك بخير	M-B	أنا مسرورة لأنك بخير	
C-9744	I'm glad you're alright.	أنا سعيد لأنك بخير	M-B	أنا سعيدة لأنك بخير	
C-9745	I'm glad you're back, brother.	أنا سعيد تعودين يا أخي .		HARD	 تعودين - أخي
C-9746	I'm glad you're coming.	لا شيء ، أنا سعيد أنك قادمة	M-F	لا شيء ، أنا سعيدة أنك قادمة	
C-9747	I'm glad you're here, officer.	أنا مسرورة لأنك هنا أيها الضابط	F-M	أنا مسرور لأنك هنا أيها الضابط	
C-9748	I'm glad you're here. Tell me where this mirror should go.	أنا سعيدة لأنك هنا أخبرني أين يجب أن أضع هذه المرآة	F-M	أنا سعيد لأنك هنا أخبرني أين يجب أن أضع هذه المرآة	
C-9749	I'm glad you're...	أنا مسرور أنت . . .	M-B	أنا مسرورة أنت . . .	
C-9750	I'm gnawing at my own arm and you're gonna drop fang on me?	اني التهم ذراعي و انت ستبرز انيابك علي ؟	B-M	اني التهم ذراعي و انت ستبرزين انيابك علي ؟	
C-9751	I'm goin' crazy crazy thinkin' about you	* اصبحت افكر بك بجنون *	B-B		
C-9752	I'm going home in the morning, Mama. You don't mind, do you?	سأعود صباح الغد للمنزل أمي ذلك لا يزعجك ، أليس كذلك ؟	B-F	سأعود صباح الغد للمنزل أبي ذلك لا يزعجك ، أليس كذلك ؟	
C-9753	I'm going out with you guys.	إنني سأخرج معكم يا فتيات		HARD	معكم - فتيات
C-9754	I'm going to Nikki's. No, no! Nikki is enabling you.	- لا ، نيكي خطر عليك .	N-B		
C-9755	I'm going to ask you	سأسألكم	B-M!	سأسألكن	
C-9756	I'm going to ask you for the last time: what happened?	للمرة الأخيرة سأسألك مالذي حدث ؟	B-S		مالذي
C-9757	I'm going to assume that you can all manage Will's absence without me looking too closely over your shoulders.	سأفترض أنكم جميعا تستطيعون التغطية عن غياب ( ويل ) من دون مراقبتي لكم	B-M!	سأفترض أنكن جميعا تستطيعن التغطية عن غياب ( ويل ) من دون مراقبتي لكن	
C-9758	I'm going to be your gardener...	سأكون البستاني الخاص بك . . .	M-B	سأكون البستانية الخاصة بك . . .	
C-9759	I'm going to change your number to spam! No, I'm going to actually change my number!	أنا حقا سوف أغير رقمي	B-B		
C-9760	I'm going to come outside and talk to you, if that's okay. Yeah.	سوف أئتي للخارج لأتحدث معك ، . . .	B-B		
C-9761	I'm going to give you some friendly advice, and then I'm going to go home and cry, okay?	سأقدم إليك نصيحة كصديق ومن ثم سأعود إلى المنزل وأبكي حسنا ؟	M-B	سأقدم إليك نصيحة كصديقة ومن ثم سأعود إلى المنزل وأبكي حسنا ؟	
C-9762	I'm going to go All-In with you. Really.	سأذهب و أنا اضع كل ما لدى من اجلك حقا	B-B		
C-9763	I'm going to have some grub. Why don't you join me?	سأذهب لتناول بعض المشروبات والغداء هل ترافقنى ؟	B-M	سأذهب لتناول بعض المشروبات والغداء هل ترافقيننى ؟	
C-9764	I'm going to have to admit you.	. سوف اقوم بحجزك فى المشفى	B-B		
C-9765	I'm going to make you proud of me, Papa.	- سأجعلك فخورا بي يا أبي .	B-M	- سأجعلك فخورا بي يا أمي .	
C-9766	I'm going to protect you from now on.	من الآن وصاعدا ، سوف أحميك	B-B		
C-9767	I'm going to push you in the water.	سأدفعك في الماء .	B-B		
C-9768	I'm going to report you to the Geneva Convention!	سأبلغ عنك لمعاهدة جنيف	B-B		
C-9769	I'm going to run some traffic control so no one disturbs you.	انا ذاهب لتشغيل بعض الحركة السيطرة لذلك لا أحد يزعج لك .	M-B	انا ذاهبة لتشغيل بعض الحركة السيطرة لذلك لا أحد يزعج لك .	Bad translation
C-9770	I'm going to set you up with one interview.	سأرتب لك مقابلة واحدة .	B-B		
C-9771	I'm going to sex you up so crazy, yeah! Oh, you're loving this, aren't you?	سأجذبك بشكل جنوني أنت تحب هذا ، أليس كذلك ؟	B-B		
C-9772	I'm going to show you.	سأريك .	B-B		
C-9773	I'm going to show you.	أريدك أن تشاهدي	B-F	أريدك أن تشاهد	
C-9774	I'm going to start calling you f-rod.	سبادا بمناداتك ب ( قضيب )	B-S		سبادا
C-9775	I'm going to stick with you... for as... for as long as it takes.	. . . سأبقى بجانبك قدر ما يتطلبه الأمر	B-B		
C-9776	I'm going to take out your lungs with a fucking ice-cream scoop.	انا ذاهب الى اخراج رئتيك مع سخيف مغرفة الآيس كريم .	M-B	انا ذاهبة الى اخراج رئتيك مع سخيف مغرفة الآيس كريم .	
C-9777	I'm going to take you to your uncle.	سآخذك إلى العم وسنأخذ والدتك أيضا		HARD	
C-9778	I'm going to tell you exactly what's happening, and I know you won't freak out.	سأقول لك بالضبط ما الذي يحدث و أنا اعلم أنك لن ترتعب	B-M	سأقول لك بالضبط ما الذي يحدث و أنا اعلم أنك لن ترتعبي	
C-9779	I'm going with you,	سأرافقك	B-B		
C-9780	I'm going with you, Mama, please, I am.	أنا ذاهبة معك يا أمي رجاء أمي	F-F	أنا ذاهب معك يا أمي رجاء أمي	
C-9781	I'm gonna activate the bypass. You work on re-routing the secondary.	سأشغل البديل ، وأنت اعملي على الصمامات الثانويه	B-F	سأشغل البديل ، وأنت اعمل على الصمامات الثانويه	
C-9782	I'm gonna ask you a direct question.	سأسألك أسئلة مباشرة	B-B		
C-9783	I'm gonna ask you some questions. been up to you both, motherly intelligent I'm sure you'll be handle out.	سوف أسئل بعض الأسئلة ، وبالنسبة لذكائكما أنا واثق بأنكما تستطيعان الإجابة	B-S		أسئل
C-9784	I'm gonna assume you're not a cop.	سأفترض أنك لست شرطية	B-F	سأفترض أنك لست شرطيا	
C-9785	I'm gonna be leavin' a mark on your skull you don't stop your gum flapping.	أنا من سيترك علامة في جمجمتك ، إذا لم توقف كلامك التافه هذا	B-M	أنا من سيترك علامة في جمجمتك ، إذا لم توقفي كلامك التافه هذا	
C-9786	I'm gonna be on the opposite side, you know.	سأكون على الجانب الآخر منه	B-N		
C-9787	I'm gonna bill you for that.	أنا سأحاسبك على ذلك	B-B		
C-9788	I'm gonna blow your head off. Tell me where the girl is.	سوف أفجر رأسك ، أخبرني أين الفتاة ؟	B-M	سوف أفجر رأسك ، أخبريني أين الفتاة ؟	
C-9789	I'm gonna borrow your car again, okay?	سأستعير سيارتك مجددا ، حسنا ؟	B-B		
C-9790	I'm gonna bring the whole fucking diseased, corrupt temple down on your head.	سأقوم بإلقاء كل الأمور الفاسدة اللعينة المتعبة على عاتقك	B-B		
C-9791	I'm gonna bust your fucking head!	و ساقتلع راسك	B-B		
C-9792	I'm gonna change your dressing. If you try anything, we've got a problem.	سأغير هذه الضمادة على كتفك إن حاولت أن تفعل أي شئ	B-M	سأغير هذه الضمادة على كتفك إن حاولت أن تفعلي أي شئ	
C-9793	I'm gonna come at you with everything I've got.	سأهاجمك بكل ما أملكه .	B-B		
C-9794	I'm gonna defend myself if you put your hands on me one more time!	سوف أدافع عن نفسي إذا وضعت يديك علي مرة أخرى !	B-B		
C-9795	I'm gonna do one. Do you think we'll get into trouble for this?	أنا سأختار واحد هل تعتقدون أننا سنقع في مشاكل بسبب ذلك		HARD	
C-9796	I'm gonna do your bitch-ass like my nigga did your partner!	سأقطعك إربا ، كما فعل صديقي بزميلك	B-B		
C-9797	I'm gonna drop you off a few blocks away, park my vehicle at HQ, enter through the front.	ايجابي ، سوف اسقطك من على بعد بضعة كتل موقف مركبتي في المقر الرئيسي أدخل من خلال الجبهة	B-M	ايجابي ، سوف اسقطك من على بعد بضعة كتل موقف مركبتي في المقر الرئيسي أدخلي من خلال الجبهة	
C-9798	I'm gonna finish up, and we'll both be right behind you.	سوف أنهي هذا ، وسنلحق بك كلانا .		HARD	
C-9799	I'm gonna fuck you up.	. أنا من سيعاقبك	B-B		
C-9800	I'm gonna fucking kick your teeth down your puke hole!	سوف أكسر أسنانك أيها الوغد	B-M	سوف أكسر أسنانك أيتها الوغدة	
C-9801	I'm gonna get you, baby, I'm gonna get you!	سأحضى بك يا عزيزتي !	B-S		سأحضى
C-9802	I'm gonna give you 60 seconds, then restart your heart to bring you back.	، سأمنحك 60 ثانية ومن ثم سأنعش قلبك لنستعيدك 60 ثانية ؟		HARD	
C-9803	I'm gonna give you a chance to get some rest.	الناس الذين يجيئون من أوستن غدا سيهتمون بالكلام معك	B-B		
C-9804	I'm gonna give you an e-mail address and a code for the subject line.	سأعطيك عنوان بريد الكترونى وكود لسطر الموضوع	B-B		
C-9805	I'm gonna give you some better advice.	سأعطيك نصيحة أفضل	B-B		
C-9806	I'm gonna give you some sodium bicarb.	سأحقنك ب " بيكربونات الصوديوم "	B-B		
C-9807	I'm gonna give you some words and you answer with the first word that comes into your mind.	سوف اعطيك بعض الكلمات ، واحدة فى كل مرة ومتى سمعت الكلمة ، اجيبى مباشرة بأول كلمة تطرأ على ذهنك	B-F	سوف اعطيك بعض الكلمات ، واحدة فى كل مرة ومتى سمعت الكلمة ، اجب مباشرة بأول كلمة تطرأ على ذهنك	
C-9808	I'm gonna give you the count of three, Jimmy.	( سوف أعد لك حتى ثلاثة يا ( جيمي	B-B		
C-9809	I'm gonna give you the unofficial tour by way of the third-floor coffee cart.	أتعلمون ماذا ؟ سأقوم بإعطائكم الجولة الغير رسمية في الطريق إلى عربة القهوة في الطابق ال 3 .	B-M!	أتعلمن ماذا ؟ سأقوم بإعطائكن الجولة الغير رسمية في الطريق إلى عربة القهوة في الطابق ال 3 .	
C-9810	I'm gonna give you till the count of three.	سأعطيك حتى الرقم 3	B-B		
C-9811	I'm gonna go get some coffee. Do you want anything?	سأحضر بعض القهوة أتريدين فنجانا ؟	B-F	سأحضر بعض القهوة أتريد فنجانا ؟	
C-9812	I'm gonna have a baby and you're just gonna have to be OK with that!"	سأحظى بطفل " " وينبغي أن تتقبلي هذا "	B-F	سأحظى بطفل " " وينبغي أن تتقبل هذا "	
C-9813	I'm gonna have a look at your engine.	سالقي نظرة علي محركك .	B-B		
C-9814	I'm gonna have my hands full with you, huh?	سأملئ حياتي بك	B-B		
C-9815	I'm gonna have to ask you for a $25,000 retainer to start.	لذلك أنا أطلب 25 ، 000 $ الدفع مقدما .	B-N		
C-9816	I'm gonna have to ask you some cold questions.	أنا قد سوف أسألك بعض الأسئلة الباردة	B-B		
C-9817	I'm gonna have to ask you to leave and to take the dog with you.	انا سوف اطلب منك ان ترحل و تأخذ الكلب معك	B-M	انا سوف اطلب منك ان ترحلي و تأخذي الكلب معك	
C-9818	I'm gonna have to ask you to please stop.	يا دكتورة	N-F	يا دكتور	Bad translation
C-9819	I'm gonna have to take your word for it.	سأخذ برأيك في هذا الشأن	B-B		
C-9820	I'm gonna have to teach you what you can and can't say in front of people.	علي أن أعلمك ما تقول وما لا تقوله أمام الناس	B-M	علي أن أعلمك ما تقولين وما لا تقولينه أمام الناس	
C-9821	I'm gonna help Ben brand his new calves. You wanna come along and visit with Sarah?	سأساعد بين فى تربية ماشيته الجدية هل تريدين المجئ لزيارة سارة ؟	B-F	سأساعد بين فى تربية ماشيته الجدية هل تريد المجئ لزيارة سارة ؟	
C-9822	I'm gonna jump right out that window behind you.	انا سوف اقفز من خلال تلك النافذة خلفك	B-B		
C-9823	I'm gonna kill him, you're gonna dispose of the body.	وانت ستخفين الجثة	N-F	وانت ستخفي الجثة	
C-9824	I'm gonna kill you with my bare hands.	سوف أقتلك بيدي العاريتين	B-B		
C-9825	I'm gonna kill you, 'cause you soiled my sister's honor!	سأقتلك لأنك لوثت شرف شقيقتى !	B-B		
C-9826	I'm gonna kill you.	. فسأقتلك	B-B		
C-9827	I'm gonna knock that smile off your face.	سوف اضرب تلك الابتسامة بعيدا عن وجهك	B-B		
C-9828	I'm gonna learn self-restraint from you?	سأتعلم ضبط النفس منك ؟	B-B		
C-9829	I'm gonna let it slide this time because it's your first day.	سأمرر لك هذا هذه المرة لأنه يومك الأول	B-B		
C-9830	I'm gonna let you in on a little secret, Cal.	( سأطلعك على سر صغير ، ( كال	B-B		
C-9831	I'm gonna let you stay.	سوف أتركك تبقين	B-F	سوف أتركك تبقى	
C-9832	I'm gonna marry your brother and you're gonna leave me alone for ever, right?	سأتزوج أخيك و ستتركني للأبد أليس كذلك ؟	B-M	سأتزوج أخيك و ستتركينني للأبد أليس كذلك ؟	
C-9833	I'm gonna miss you, kid.	ساتغيب عنك ، طفلي .	B-B		
C-9834	I'm gonna miss you, too, sweetie.	سأشتاق لك أيضا . . عزيزتي	B-F	سأشتاق لك أيضا . . عزيزي	
C-9835	I'm gonna miss you, too.	سوف ، أفتقدك ، أنت أيضا .	B-B		
C-9836	I'm gonna need you to pull over to the second inspection area.	عليك أن تنتقلي إلى منطقة التفتيش الثانية	N-F	عليك أن تنتقل إلى منطقة التفتيش الثانية	
C-9837	I'm gonna need you to step aside.	أحتاج منك الإبتعاد	B-B		
C-9838	I'm gonna need you to take me to the hospital.	أنا ستعمل بحاجة لك يأخذني إلى المستشفى .		HARD	
C-9839	I'm gonna need your gun, Tony.	( احضر لى ( جين ساندرز	B-M	( احضري لى ( جين ساندرز	
C-9840	I'm gonna own you out there.	انا سأمتلكك بالخارج	B-B		
C-9841	I'm gonna place your wrists in these restraints during extubation, okay?	سأكبل معصميك بهذه القيود أثناء مرحلة نزع الأنبوب ، حسنا ؟	B-B		
C-9842	I'm gonna play it cool, give you back some of the razzmatazz and once she's seen the fireworks, you fold like a lawn chair.	سأقوم بتهدأتك والى ما نحو ذلك وحالما ترى هي ذلك انت ستنطوي كالكرسي	B-M	سأقوم بتهدأتك والى ما نحو ذلك وحالما ترى هي ذلك انت ستنطوين كالكرسي	
C-9843	I'm gonna pretend you never asked me that.	سأقوم بالتظاهر بأنكلم تسألني ذلك	B-S		بأنكلم
C-9844	I'm gonna punish you.	سأعاقبكم	B-M!	سأعاقبكن	
C-9845	I'm gonna put him on the air with you.	ساضعه على الهواء معك .	B-B		
C-9846	I'm gonna reach over. And I'm gonna set your brake.	. انا سوف اصل الى هناك ، و سأقوم بضبط المكابح	B-N		
C-9847	I'm gonna read you a book, son.	أنا ستعمل تقرأ كتابا ، الابن .		HARD	أنا ستعمل
C-9848	I'm gonna reinstate you to your job for now.	أنا سأعيد تنصيبك في العمل في الوقت الراهن	B-B		
C-9849	I'm gonna say something, even if you don't want to hear it.	سوف أقول شيئا حتى إن لم تريد سماعه	B-M	سوف أقول شيئا حتى إن لم تريدي سماعه	
C-9850	I'm gonna see you.	سأراك	B-B		
C-9851	I'm gonna stand behind you.	. سأقف خلفك	B-B		
C-9852	I'm gonna stick you back in the holding cell.	سأعيدك الى زنزانه الانتظار	B-B		
C-9853	I'm gonna sue you!	- سأقاضيك	B-B		
C-9854	I'm gonna take you home. Back to your Pa.	سآخذك للمنزل وأعيدك لوالدك	B-B		
C-9855	I'm gonna tell Chad on your ass. I caught you red-handed.	أنا سأتكلم عليك ، أمسكتك	B-B		
C-9856	I'm gonna tell Puff. Look, I got you.	سأخبرك ( بف ) سأخبره انظر ، انا افهمك	B-M	سأخبرك ( بف ) سأخبره انظري ، انا افهمك	
C-9857	I'm gonna tell him before you... before you do something stupid.	- . . سأخبره قبل أن .	B-N		
C-9858	I'm gonna tell the driver that you're coming out.	سأخبر السائق أنكما قادمتين	B-F!	سأخبر السائق أنكما قادمين	
C-9859	I'm gonna tell you everything that's gonna happen back here.	سأحكي لك كل ما يدور هنا	B-B		
C-9860	I'm gonna tell you once and only once, get the hell off my land.	سأقول لك مره واحده فقط مره واحده اخرجوا من ارضي		HARD	
C-9861	I'm gonna tell you, Gene, if you're gonna make a play, look east.	سأقول لك يا ( جين ) ، إن كنت تحاول نيل شيء فابحث شرقا	B-M	سأقول لك يا ( جين ) ، إن كنت تحاولين نيل شيء فابحثي شرقا	
