SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
B-1064	- Mrs. Florrick, who told you?	- يا حضرة القاضي - سيدة ( فلوريك ) من أخبرك ؟		HARD	
B-1065	- Mrs. Florrick, your husband's on the line.	يا سيدة ( فلوريك ) زوجك على الخط .	N-F	يا سيد ( فلوريك ) زوجك على الخط .	
B-1066	- Nah, while you were in the bathroom,	- لا ، عندما كنت في الحمام -	N-N		
B-1067	- Narcisse. What are you doing here?	- نارسيس ، مالذي تفعله هنا ؟	N-M	- نارسيس ، مالذي تفعلينه هنا ؟	
B-1068	- Natasha's at your apartment?	- ناتاشا ) في منزلك )	N-B		
B-1069	- Ned. Have you met Haylie?	- هل قابلت ( هيلي ) يا ( ند ) ؟	N-B		
B-1070	- Never mind him. How did you do?	- دعك منه ، ماذا فعلت أنت ؟	N-B		
B-1071	- Nice of you, but keep them.	- هذا لطف منك ، لكن احتفظ بها	N-M	- هذا لطف منك ، لكن احتفظي بها	
B-1072	- Nice to meet you again.	- سررنا لرؤيتك ثانية	B!-B		
B-1073	- Nice to meet you.	كيف حالك " شين " ؟	N-B		
B-1074	- Nice to meet you.	كأختها الكبيرة تماما مسرورة بلقائك	N-B		
B-1075	- Nice to meet you. - It's a pleasure.	سعدت برؤيتك - من دواعي سروري -	B-B		
B-1076	- Nice to meet you. Congratulations.	سعدت بمقابلتك التهاني	B-B		
B-1077	- Nice to see you, Mrs. Choate.	- سعيد بمقابلتك يا سيدة ( تشوت )	M-F	- سعيدة بمقابلتك يا سيدة ( تشوت )	
B-1078	- Nice to see you, Mrs. haney.	- سعيد للقائك ، سيدة ( هاني ) .	M-F	- سعيدة للقائك ، سيدة ( هاني ) .	
B-1079	- Nice to see you.	- سعيد بلقائك	M-B	- سعيدة بلقائك	
B-1080	- Nice to see you.	- سعدت بمقابلتك .	B-B		
B-1081	- Nick, where the hell have you been?	، نيك ، حيث الجحيم كنت ؟	N-B		
B-1082	- No Morgan, you cannot see her. - Why not?	" لا ، " مورغان لا يمكنك رؤيتها	N-B		
B-1083	- No indeed, Mama. You did.	- بالطبع لا يا ماما	N-F	- بالطبع لا يا بابا	
B-1084	- No one touched her, if that's what you mean.	- لم يلمسها أحد ، إن كان ذلك ماتقصد .	N-M	- لم يلمسها أحد ، إن كان ذلك ماتقصدين .	
B-1085	- No! - Nobody gives a damn about your wire!	- لا أحد يهتم بشأن سلكك	N-B		
B-1086	- No, Colonel. Anything else you need?	لا ، ايها العقيد ، هل تريد شيء آخر ؟	N-M	لا ، أيتها العقيدة ، هل تريدين شيء آخر ؟	
B-1087	- No, Your Highness.	- لا ، يا صحابة السمو	B-S		wrong spelling
B-1088	- No, because if you two hadn't brought Julian in, then Larkin would've never even known that we were onto him.	- لا ، لأنه إذا كنتما قد أحضرتما ( جوليان ) . فإن ( لاركن ) لن يعرف حتى أننا ندركه .	B!-B!		
B-1089	- No, didn't Mom tell you?	ألم تخبرك أمك لم يتبقى لي الكثير من الوقت سأرحل في غضون خمس دقائق	B-B		
B-1090	- No, don't hold back, How do you want to be a cheerleader... with no attitude?	لا يمكنك أن تكوني مشجعة بدون السلوك	N-F	لا يمكنك أن تكون مشجع بدون السلوك	
B-1091	- No, it's Frida. - This is Kir. How are you?	- كلا ، أنا ( فريدا ) أنا ( كير ) ، كيف حالك ؟	B-B		
B-1092	- No, it's not. Not if you're gonna live here.	كلا ، إنه ليس كذلك ليس إن كنت ستعيشين هنا	N-F	كلا ، إنه ليس كذلك ليس إن كنت ستعيش هنا	
B-1093	- No, just buying you meals and stuff.	- لا ، مجرد شراء لك وجبات والاشياء .	N-B		
B-1094	- No, no, you can not do it -	- لا ، لا ، لا أستطيع	B-N		
B-1095	- No, no. What are you doing?	- لا ، لا ، ماذا تفعل ؟	N-M	- لا ، لا ، ماذا تفعلين ؟	
B-1096	- No, thank you for being amazing and also for driving us up to the cabin.	تيري يشعر بالسحق جيد استعمله نيل ارمسرتونج ) سحق ) عندما مشى على القمر		HARD	Bad translation
B-1097	- No, this is serious. For God's sake, you can't keep taking these chances.	لا ، أنا جادة بحق الرب ، لا يمكنك الأستمرار هكذا دائما	F-B	لا ، أنا جاد بحق الرب ، لا يمكنك الأستمرار هكذا دائما	
B-1098	- No, you can go home. Thank you.	تستطيع أن تذهب إلى بيتك شكرا لك	B-M	تستطيعين أن تذهبي إلى بيتك شكرا لك	
B-1099	- No, you can't sit.	- كلا ، لا يمكنك الجلوس -	N-B		
B-1100	- No, you can't.	كلا ، لا يمكنك .	N-B		
B-1101	- No, you didn't.	لقد راسلت شقيقتي كلا ، إنك لم تفعلين ذلك !	B-F	لقد راسلت شقيقتي كلا ، إنك لم تفعل ذلك !	
B-1102	- No, you don't get to do this.	- كلا ، لا تبدأي بفعل هذا	B-S		تبدأي
B-1103	- No, you don't.	- لا ، أنت لا تفعل ذلك	N-M	- لا ، أنت لا تفعلين ذلك	
B-1104	- No, you go first.	- لا ، أنت تذهب أولا	N-M	- لا ، أنت تذهبين أولا	
B-1105	- No, you know you can't do that.	- الآن - تعرفين أنك لا تستطعين فعل ذلك	N-F	- الآن - تعرف أنك لا تستطيع فعل ذلك	
B-1106	- No, you look.	- كلا ، فأنت تنظر .	N-M	- كلا ، فأنت تنظرين .	
B-1107	- No, you may not.	لا تستطيع	N-M	لا تستطيعين	
B-1108	- No, you nimrod. Cady. - Oh, Cady.	( لا أيها الأبله ، ( كايدي ( ( كايدي	N-M	( لا أيتها البلهاء ، ( كايدي ( ( كايدي	
B-1109	- No, you say..	- لا ، انت قول -	N-M	- لا ، انت قولي -	
B-1110	- No, you stay.	لا ، أنت البقاء هنا .	N-B		
B-1111	- No, you were ridiculous.	لا ، كنت مضحك	N-M	لا ، كنت مضحكة	
B-1112	- No, you weren't.	لا . . لم تكن متزوجا	N-M	لا . . لم تكوني متزوجة	
B-1113	- No, you're jealous.	- لا ، إنك تغار	N-M	- لا ، إنك تغارين	
B-1114	- No, you're lucky.	- كلا ، فأنت محظوظ -	N-M	- كلا ، فأنت محظوظة -	
B-1115	- No, you're not good.	- كلا ، لا تتقدمين .	N-F	- كلا ، لا تتقدم .	
B-1116	- No, you're not.	- كلا إنكي لن تفعلي ذلك	N-F	- كلا إنك لن تفعل ذلك	wrong spelling إنكي
B-1117	- No, you're not.	- كلا ، لست ذاهبا	N-M	- كلا ، لست ذاهبة	
B-1118	- No, you're not.	سيحبه	N-N		
B-1119	- No, you're right.	- لا ، أنت صحيح .	N-M	- لا ، أنت صحيحة .	
B-1120	- No, you're the guy who traded sex for money.	- لا ، انت الشاب الذي يتاجر بالجنس مقابل المال	N-M	- لا ، انت الشابة التي تتاجر بالجنس مقابل المال	
B-1121	- No. - Or you or you?	لا - او انت او انت ؟	N-B		
B-1122	- No. - you cannot sort out a man who kills and eats other human beings.	لاتستطيع ان تنظم دماغ رجل يقتل ويأكل	N-F	لاتستطيعين ان تنظمي دماغ رجل يقتل ويأكل	
B-1123	- No. All you need to know is where Godzilla's holed up.	كل ماعليك معرفته هو أن هناك جودزيلا نهضت	N-B		
B-1124	- No. But you can talk to her friend.	لكنك بوسعك التحدث إلى صديقتها .	N-B		
B-1125	- No. Daddy said he should because he's more artistic than you.	أبي قال هو من يجب أن يفعل لأن حسه الفني أكثر منك .	B-B		
B-1126	- No. Gotta go. - Stick around, would you?	لا علي أن أذهب - هل من الممكن ان تبقى هنا ؟	B-M	لا علي أن أذهب - هل من الممكن أن تبقي هنا ؟	
B-1127	- No. No, no, no, no. You do it.	لا ، لا ، لا افعليها	N-F	لا ، لا ، لا افعلها	
B-1128	- No. You are.	أنت .	N-B		
B-1129	- No. You can't do that.	لا ، لا يمكنك فعل هذا - !	N-B		
B-1130	- No. You didn't.	لا ، لم تفعلين	N-F	لا ، لم تفعل	
B-1131	- Nobody you ever heard of.	لا أحد قد سمعت به قبلا .	B-N		
B-1132	- None fo your goddamn business.	- ليس من شأنك	N-B		
B-1133	- None were people you knew?	- لا شيء كان الناس كنت تعرف ؟		HARD	Bad translation
B-1134	- Nope, that's yours.	- لا هذا النصف ملكك	N-B		
B-1135	- Not even you could ruin it.	- حتى أنت لا يمكنك تخريبه .	N-B		
B-1136	- Not for your sake, for all of ours, especially little Phoebe's.	- ليس لأجلك ، لكل لنا ، خصوصا قليلا فويب .	B!-B		Bad translation
B-1137	- Not that you need the help.	- و أنت لا تحتاج للمساعدة	N-M	- و أنت لا تحتاجين للمساعدة	
B-1138	- Not unless you called dispatch.	ليس إلا إذا إتصلت على قسم الإرسال .	N-B		
B-1139	- Nothing can happen to you.	- لن يحد لك شيء	N-B		
B-1140	- Nothing we can't handle. - Call us when you've handled it, pal.	لا شيء لا نستطيع معالجته إتصل بنا عندما تعالجه يا صاح		HARD	More than one sentence
B-1141	- Nothing's enough for you, is it?	- لا شيء كافي بالنسبة لك ، أليس كذلك ؟	N-B		
B-1142	- Nothing. You can tip the boy.	- لا شيء ، يمكنك منح بقشيش للصبي	N-B		
B-1143	- Now is your moment.	- حانت لحظتك الآن	N-B		
B-1144	- Now we're grinding' corn! - Boy! You shoulda been there!	لقد سحقناه كالذرة وجب أن تشاهد بنفسك	B!-M	لقد سحقناه كالذرة وجب أن تشاهدي بنفسك	
B-1145	- Now you want to launch an assault on them?	- الآن تريد شن هجوم عليهم ؟ - لا يا سيدي		HARD	
B-1146	- Now you're back.	- الآن وقد رجعت	N-B		
B-1147	- Now, Mr. Deverell... don't ask about things you don't really want to know.	- والآن ، والسيد ديفيريل . . . لا تسأل عن أشياء أنت لا تريد حقا أن تعرف .	B-M	- والآن ، والسيدة ديفيريل . . . لا تسألي عن أشياء أنت لا تريدين حقا أن تعرفي .	
B-1148	- Now, we order you to release us.	- نأمرك الآن أن تحررينا .	B!-F	- نأمرك الآن أن تحررنا .	
B-1149	- Now, you don't need to. - Hmm.	والآن ، لا تحتاجين لفعل ذلك	N-F	والآن ، لا تحتاج لفعل ذلك	
B-1150	- Now, you guys know what these are?	- والآن ، يا رفاق معرفة ما هي هذه ؟		HARD	
B-1151	- Now, you seem like a nice guy. - Thanks.	الأن ، يبدو أنك رجل لطيف - شكرا -		HARD	More than one sentence
B-1152	- Now, you would have found out eventually.	كنت ستعلمين بالأمر آجلا	N-F	كنت ستعلم بالأمر آجلا	
B-1153	- OK. - So sorry to hear your news.	حسنا - آسفة جدا على الاخبار التي سمعتها -	F-N	حسنا - آسف جدا على الاخبار التي سمعتها -	
B-1154	- OK. - Unless you wanna talk. - Oh, God.	- مالم ترد التحدث	N-M	- مالم تريدي التحدث	
B-1155	- Of course it isn't yours	- بالطبع هو ليس لك	N-B		
B-1156	- Of course you are. Some fascinating reading.	بالطبع ، سوف تسليك قراءتها .	N-B		
B-1157	- Of course you had a choice!	بالطبع كان لديك	N-B		
B-1158	- Of course you know that. - Okay, '90s.	بالطبع تعرف ذلك - حسنا التسعينات -	N-M	بالطبع تعرفين ذلك - حسنا التسعينات -	
B-1159	- Of course, boss. Whatever you say.	بالتأكيد يا زعيم ، كل ما تقوله !	N-M	بالتأكيد يا زعيمة ، كل ما تقولينه !	
B-1160	- Of course, he's a sleepy-head just like you.	بالطبع ، إن لديها رأس يشبهك	N-B		
B-1161	- Oh! Aah! - You know him?	أنت تعرفه ؟	N-M	أنت تعرفينه ؟	
B-1162	- Oh, Jesus. - Don't forget to take your heart pills.	لاتنسى أقراصك ياعزيزي	B-M	لاتنسى أقراصك ياعزيزتي	
B-1163	- Oh, and what do you do?	وماهو عملك ؟	N-B		
B-1164	- Oh, back there, you missed it.	هناك في الخلف لقد فوته	N-B		
B-1165	- Oh, come on, where you going?	- إلى اين انت ذاهبة ؟	N-F	- إلى أين أنت ذاهب ؟	
B-1166	- Oh, come on, you sunbathe. - With sunscreen.	بالله عليك ، أنت تأخذى حمام شمس بالواقى	N-F	بالله عليك ، أنت تأخذ حمام شمس بالواقى	تأخذى
B-1167	- Oh, he fought you, huh? Yeah.	- لقد قاومك ، أليس كذلك ؟	N-B		
B-1168	- Oh, nice work. See you at regionals.	عمل طيب ، نراكم بالمحليات	B!-M!	عمل طيب ، نراكن بالمحليات	
B-1169	- Oh, no, you're crazy.	أنت مجنون	N-M	أنت مجنونة	
B-1170	- Oh, no. - Gives you a blow job while you're shitting.	- أوه ، لا .		HARD	
B-1171	- Oh, nothing much. - Where'd you eat?	- أين تناولت العشاء	N-B		
B-1172	- Oh, thank you.	- يا ويحي ، شكرا لك .	B-B		
B-1173	- Oh, thank you. - It's a pleasure.	شكرا لك على الرحب	B-B		
B-1174	- Oh, thank you. - Where's Maggie?	شكرا أين ( ماجي ) ؟	B-N		
B-1175	- Oh, they're gonna kill us, anyway, Rog. - You know what?	سيقتلونا في كل الأحوال يا ( روج )	B!-B		
B-1176	- Oh, well, then you must be Doctor...	- حسنا ، إذن ، يجب أن تكون دكتور	B-M	- حسنا ، إذن ، يجب أن تكوني دكتورة	
B-1177	- Oh, what, are you a cissy too, Clyde?	- هل أنت ( طبيعي ) أيضا يا ( كلايد ) ؟	N-M	- هل أنت ( طبيعية ) أيضا يا ( كلايد ) ؟	
B-1178	- Oh, would you stop it?	- هلا توقفتي ؟	N-F	- هلا توقفت ؟	wrong توقفتي
B-1179	- Oh, would you, please?	هل يمكن من فضلك ؟	N-B		
B-1180	- Oh, yeah, he saved you. Yeah.	- أجل ، أنقذك	N-B		
B-1181	- Oh, yeah. Can you imagine doing that every night?	اجل ايمكن تخيل فعل ذلك كل يوم	N-M	اجل ايمكن تخيلي فعل ذلك كل يوم	
B-1182	- Oh, yeah? What'd you do?	ما الذي فعلته ؟	N-B		
B-1183	- Oh, yes, you're smart!	. ! ؟	B-S		No Arabic sentence
B-1184	- Oh, you are?	- حقا ؟	B-N		
B-1185	- Oh, you don't understand.	- أوه ، أنت لا تفهم .		HARD	
B-1186	- Oh, you eat girls!	- أنا أأكل الفتيات أمثالك	B-B		
B-1187	- Oh, you know how they exaggerate.	- الجميع في روما يتحدث عن ذلك !	N-N		
B-1188	- Oh, you know what?	- أتعلم ماذا ؟	N-M	- أتعلمين ماذا ؟	
B-1189	- Oh, you like this shirt?	- أعبكم هذا القميص ؟	B-S		wrong input
B-1190	- Oh, you lost your towel.	لقد فقدت منشفتك لا . .	N-B		
B-1191	- Oh, you think she's pretty, do you?	- أوه ، تعتقدين أنها جميلة ، أليس كذلك ؟		HARD	
B-1192	- Oh, you wouldn't.	أنت لن تفعل	N-M	أنت لن تفعلي	
B-1193	- Oh, you're gonna cooperate.	ستتعاون	N-M	ستتعاونين	Bad translation
B-1194	- Oh, you're kidding, right?	- أوو ، أنت تمزح أليس كذلك ؟		HARD	
B-1195	- Oh, you're not working today, Gigi.	أوه أنت لا تعملين اليوم ( جيجي ) .		HARD	
B-1196	- Oh, your fi rst book, huh?	كتابك الأول ؟	N-B		
B-1197	- Oh, your life's together?	ربط حياتك بي ؟	B-B		
B-1198	- Oh. You're sleepin' on the couch tonight, buddy.	أنت تنام على الأريكة الليلة ياصديقي	B-M	أنت تنامين على الأريكة الليلة ياصديقتي	
B-1199	- Oho" "Every oath you swear, has been broken by you"	" كل قسم تقسمة ، كسر بواسطتك "	N-B		
B-1200	- Ok, are you a doctor?	- حسنا ، هل أنت طبيبة ؟	B-F	- حسنا ، هل أنت طبيب ؟	
B-1201	- Okay listen... why don't you take your God there?	- استمع الان . . . لماذا لا تأخذ الهك هناك ؟	N-M	- استمعي الان . . . لماذا لا تأخذين الهك هناك ؟	
B-1202	- Okay, You have no money. - No.	فهمت ، ليس لديك مال - كلا -		HARD	
B-1203	- Okay, so you'll do it?	- حسنا ، سوف تفعلها ؟	B-M	- حسنا ، سوف تفعلينها ؟	
B-1204	- Okay, thank you.	- حسنا ، شكرا لك	B-B		
B-1205	- Okay, then you're up.	- حسنا ، انتى قومى بالتدليك	B-F	- حسنا ، انت قم بالتدليك	
B-1206	- Okay, you know what?	أمي قوي جدا	B-S		
B-1207	- Okay, you ready?	جاهز ؟	N-M	جاهزة ؟	
B-1208	- Okay, you're on. - Okay, cool, set the scene.	حسنا حسنا جيد ، جهز المنظر -	B-M	حسنا حسنا جيد ، جهزي المنظر -	
B-1209	- Okay. - See you later.	- أراك لاحقا .	B-B		
B-1210	- Okay. - Thank you.	حسنا شكرا لك	B-B		
B-1211	- Okay. And would you stop acting like a beaten dog.	ولتكف عن التصرف مثل كلب مدحور	N-M	ولتكفي عن التصرف مثل كلبة مدحورة	
B-1212	- Okay. Good, good, good. Thank you!	حسنا ، ممتاز جدا	B-N		
B-1213	- Okay. Okay? But he's gonna give you a shot...	صديقي مشغول قليلا - حسنا -	B-M	صديقتي مشغولة قليلا - حسنا -	
B-1214	- Okay. You be careful.	حسنا ، توخي الحذر - السلامة أولا -	B-F	حسنا ، توخى الحذر - السلامة أولا -	
B-1215	- Once the water fills up your lungs ...	- مجرد ان يملاء الماء رئتيك . . .	N-B		
B-1216	- Once we're satisfied you're not following us,	- عندما نغادر لا تتبعنا	B!-M	- عندما نغادر لا تتبعينا	
B-1217	- One Pall Mall, here you go. - What are you doing?	ماذا تفعل ؟	N-M	ماذا تفعلين ؟	
B-1218	- One of the women. - No, you must go.	إحدى النساء - لا اركب أنت -		HARD	
B-1219	- One of your own kind.	واحد من نوعكم !	N-M!	واحد من نوعكن !	
B-1220	- One, is if you're gay...	واحد : إذا كان يومك إثنان :	N-B		
B-1221	- Open your eyes wide.	- - افتح عينيك واسعة .	N-M	- - افتحي عينيك واسعة .	
B-1222	- Or because you escaped it ?	- - أو بسبب هرب لك ذلك ؟ -	N-B		
B-1223	- Or maybe that's just wishful thinking. - No. You still are connected.	او ربما ارادة التفكير - لا ، انتما ما زلتم متصلين -		HARD	More than one sentence
B-1224	- Or write you.	- أو أكتب لك .	B-B		
B-1225	- Or you will blow up.	- والا ستنفجر .	N-M	- والا ستنفجرين .	
B-1226	- Or your prostate.	- أو البروستات - . .	N-N		
B-1227	- Other than you?	- انت ايضا ؟	N-B		
B-1228	- Our new neighbor. You okay?	- جارنا الجديد ، أأنت بخير ؟	B!-M	- جارتنا الجديدة ، أأنت بخير ؟	
B-1229	- Overwatch, do you have eyes on?	- المراقبة من جانب ، هل لديك عيون على ؟	N-B		
B-1230	- Ow! Ow! - There you go.	- آه	N-N		
B-1231	- Owe you one.	- مدينة لك بواحدة	F-B	- مدين لك بواحدة	
B-1232	- Part of that doesn't include you.	- بها لك علاقة ولا	N-B		
B-1233	- Part of your plan?	- جزء من خطتك ؟	N-B		
B-1234	- Pat your knee	- اضرب ركبتك	N-M	- اضربي ركبتك	
B-1235	- Pat, can you read?	بات ، هل تستطيع القراءة ؟	N-M	بات ، هل تستطيعين القراءة ؟	
B-1236	- Peter, did you start a coalition for fat guys? - Yeah.	بيتر ، هل أسست لتحالف مع الأشخاص البدناء	N-B		
B-1237	- Phone for you. - Well, who is it?	- مكالمة لأجلك	N-B		
B-1238	- Plain and simple. - Do you know Cheese?	خطة بسيطة - هل تعرف ( شيز ) ؟	N-M	خطة بسيطة - هل تعرفين ( شيز ) ؟	
B-1239	- Please keep away. - Are you...	شهادتك ضد شهادتي	B-B		
B-1240	- Please, Your Honor...	- من فضلك	N-B		
B-1241	- Pleased to meet you, sir.	. مسرور للقائك سيدي - . نفس الشعور هنا -	M-M	. مسرورة للقائك سيدي - . نفس الشعور هنا -	
B-1242	- Pleased to meet you. - Buckle up. Could be bumpy.	مسروره بلقائك -	F-B	مسرور بلقائك -	
B-1243	- Pleasure to meet you, James.	- تسعدني رؤيتك أيضا يا " جايمس " .	B-B		
B-1244	- Pleasure to meet you.	- سعيد للقائك	M-B	- سعيدة للقائك	
B-1245	- Pleasure. Pleasure to meet you. - Hi.	تشرفت بلقائك	B-B		
B-1246	- Plus you get to hang out with Bambi. - Maybe he'll let that go.	- بالإضافة أنك حصلت على رؤية " بامبي " .	N-B		
B-1247	- Put it down. You're not gonna use it.	- ضعه ، لن تقوم بإستخدامه	N-M	- ضعيه ، لن تقومي بإستخدامه	
B-1248	- Put out your cigs!	- اطفئي سيجارتك !	N-F	- اطفئ سيجارتك !	
B-1249	- Quiet, you.	- هدوء يا هذا	N-M	- هدوء يا هذه	
B-1250	- Radzinsky, are you there? Over.	- رادزنسكي ) ، أتسمعني ؟	B-M	- رادزنسكي ) ، أتسمعينني ؟	
B-1251	- Raj, where have you been?	- راج ، أين كنت ؟	N-B		
B-1252	- Randy, Randy. - Your flower ...	( راندي ) ، ( راندي ) - . . . زهرتك -	N-B		
B-1253	- Raven, you need to go.	- عليك الذهاب يا ( ريفين )	N-B		
B-1254	- Really, really... - You really, really can't do this.	. . . ب الفعل ، ب الفعل - انتم ب الفعل ، ب الفعل لايمكنكم القيام بهذا -	N-M!	. . . ب الفعل ، ب الفعل - انتن ب الفعل ، ب الفعل لايمكنكن القيام بهذا -	
B-1255	- Really? You want it that badly? Here.	دعنا نقول فقط أنه لم يكن تصل بالضبط الخليط .		HARD	يكن تصل
B-1256	- Really? You're a scientist.	أنت عالم . .	N-M	أنت عالمة . .	
B-1257	- Redirect your people now!	- اعد توجيه رجالك حالا !	N-M	- أعيدي توجيه رجالك حالا !	
B-1258	- Regional Air do you have a visual?	الدعم الجوي هل ترى المشتبه ؟	N-M	الدعم الجوي هل ترين المشتبه ؟	
B-1259	- Remember that for your routine.	- تذكري هذا من اجل يومياتك	N-F	- تذكر هذا من اجل يومياتك	
B-1260	- Remember when he got you the tackle box?	- أتذكرين عندما أحضر لك صندوق الأدوات ؟	N-F	- أتذكر عندما أحضر لك صندوق الأدوات ؟	
B-1261	- Respect a man's car, a man respects you.	- احترم سيارة الرجل ، يحترمك الرجل	N-M	- احترمي سيارة الرجل ، يحترمك الرجل	
B-1262	- Right in your wake, kid.	- نحن في اثرك يا فتى	B!-M	- نحن في اثرك يا فتاة	
B-1263	- Right you are, mate.	- أنت محق أيها الرفيق .	N-M	- أنت محقة أيتها الرفيقة .	
B-1264	- Right. Nice to meet you, Rose.	( سعيد بمقابلتك يا ( روز	M-B	( سعيدة بمقابلتك يا ( روز	
B-1265	- Roach, you fired too.	- روتش أنت مطرود أيضا .	N-M	- روتش أنت مطرودة أيضا .	
B-1266	- Rocky! Are you mad?	ولن يفوتني هدف روكي	B-N		
B-1267	- Room 624 charges... - You have to go to reception.	تكاليف الغرقة 624 - يجب ان تذهب للأستقبال	N-M	تكاليف الغرقة 624 - يجب ان تذهبي للأستقبال	
B-1268	- Rosalie, where are you?	روزلي ) اين انت ؟	N-B		
B-1269	- Roy, are you hurt?	- روي ) هل تأذيت ؟	N-B		
B-1270	- Sam, you can't take this. This belongs to your people, to the tribe.	هذا من قومك الذين هم من صلبك	N-B		
B-1271	- Sandy, what's the matter with you?	ساندي ، ما المسألة معك ؟	N-B		
B-1272	- Sarah, you want to tell us what you're doing?	- هلا أخبرتنا يا ( سارا ) ماذا تفعلين الآن ؟	B!-F	- هلا أخبرتنا يا ( سارا ) ماذا تفعل الآن ؟	
B-1273	- Saving you?	أنقذك ؟	B-B		
B-1274	- Say hi to your dad. Drive safely.	- أرسلي سلاما إلى والدك .	N-F	- أرسل سلاما إلى والدك .	
B-1275	- Say what you want.	- قل ماذا تريد	N-M	- قولي ماذا تريدين	
B-1276	- Scott! Scott! What are you doing here?	" سكوت "	N-N		
B-1277	- Screw you!	تبا لك -	B-B		
B-1278	- Screw you, man. - Okay.	اللعنة عليك يا رجل حسنا .	B-M	اللعنة عليك يا إمرأة حسنا .	
B-1279	- See how you like it!	- هل أعجبتك !	B-B		
B-1280	- See you around. - See you around.	اراك في الجوار أراك في الجوار	B-B		
B-1281	- See you in 20 minutes.	- أراك بعد عشرون دقيقة	B-B		
B-1282	- See you later, Harry.	- أراك لاحقا يا ( هاري ) .	B-B		
B-1283	- See you later.	حسنا . .	B-N		
B-1284	- See you later. - Yep.	سأراك لاحقا أجل	B-B		
B-1285	- See you next week.	- - اذا . . ساراك في الأسبوع المقبل	B-B		
B-1286	- See you over there, man.	- نراك هناك	B!-B		
B-1287	- See you tonight.	- اراك الليلة .	B-B		
B-1288	- See you, Ray.	- أراك لاحقا ، يا ( راي )	B-B		
B-1289	- See? You're lying to yourself if you think you don't care.	تكذب على نفسك إن اعتقدت بأنك لا تأبه	N-M	تكذبين على نفسك إن اعتقدت بأنك لا تأبينه	
B-1290	- Send your strike team in now. - Don't.	- ارسل فريق هجومك الى هناك حالا	N-M	- أرسلي فريق هجومك الى هناك حالا	
B-1291	- Shame on you.	- عار عليك .	N-B		
B-1292	- Shame on you.	- عار عليك .	N-B		
B-1293	- She cares a lot about you.	- . أنها مهتمة كثيرا بك	N-B		
B-1294	- She could testify you weren't at the bank.	حتى تشهد لك بشأن البنك	N-B		
B-1295	- She doesn't understand you, Sayid.	- إنها لا تفهمك يا " سيد " .	N-M	- إنها لا تفهمك يا " سيدة " .	
B-1296	- She killed you.	- لقد قتلتك ، أمامي	B-B		
B-1297	- She ran off - You...	وفرت هاربة - أنت -		HARD	
B-1298	- She said... you came to the place where they buried her,	تقول انك أتيت الى المكان الذي احرقوها فيه	N-B		
B-1299	- She thinks you're...	. . تعتقد أنك - !	N-M	. . تعتقدين أنك - !	
B-1300	- She's ruining lives. - You're pathological.	انها تدمر الحياة أنت مريضة	N-F	انها تدمر الحياة أنت مريض	
B-1301	- Shit looks good. - Your turn.	تبدو المخدرات جيدة - دورك -	N-B		
B-1302	- Shit! - You all right?	- هل أنتي بخير ؟	N-F	- هل أنت بخير ؟	wrong أنتي
B-1303	- Shit, man, you don't know D's mom.	تبا يا رجل أنت لا تعرف أم ديز	B-M	تبا يا إمرأة أنت لا تعرفين أم ديز	
B-1304	- Should be you. - What?	. وجب أن تكوني انت - ماذا ؟	N-F	. وجب أن تكون انت - ماذا ؟	
B-1305	- Should you be intruding into their lives?	- هل ينبغي أن يقتحم حياتهما هكذا ؟	N-N		
B-1306	- Shower's all yours, son.	- الحمام تحت أمرك يا بني .	N-M	- الحمام تحت أمرك يا با بنيتي .	
B-1307	- Shut up, you!	- أخرس أنت	N-M	- اخرسي أنت	
B-1308	- Shut your mouth!	- أغلق فمك !	N-M	- أغلقي فمك !	
B-1309	- Shut your mouth, white boy.	أقفل فمك أيها الفتى الأبيض .	N-M	أقفلي فمك أيتها الفتاة البيضاء .	
B-1310	- Shut your mouth, you stupid little troll!	- أغلق فمك ، أيها المعتوه الصغير .	N-M	- أغلقي فمك ، أيتها المعتوهه الصغيرة .	
B-1311	- Sinclair. - You boys are quite popular with the press.	سنكلر - لقد اصبحتم مشهورين جدا في الصحافة	N-M!	سنكلر - لقد اصبحتن مشهورات جدا في الصحافة	
B-1312	- Singing with you felt like that.	- غنائي معك جعلني أستعيد ذلك الشعور	B-B		
B-1313	- Sir, are you injured?	هل أنت مصاب يا سيدي ؟ - !	B-M	هل أنت مصابة يا سيدتي ؟ - !	
B-1314	- Sir, thank you.	- سيدي ، شكرا لك .	B-M	- سيدتي ، شكرا لك .	
B-1315	- Sir. You'll have a great trip.	- سيدي ، ستحظى برحلة رائعة	B-M	- سيدتي ، ستحظين برحلة رائعة	
B-1316	- Sit down, won't you?	إجلس . . لوسمحت ؟	N-M	اجلسي . . لوسمحت ؟	
B-1317	- Sit on your radio. - 1509. We got some movement in the bushes back here.	وابقى مع جهاز ارسالك	N-M	وابقي مع جهاز ارسالك	Bad translation
B-1318	- Sleep here if you want.	- يمكنك المبيت عندى	B-B		
B-1319	- Slotting in, you mean?	هل تقصد التعارف ؟	N-M	هل تقصدين التعارف ؟	
B-1320	- So a dead woman put the tape in your room?	- إذا إمرأة ميتة وضعت الشريط في غرفتك ؟	N-B		
B-1321	- So are you guys getting back together?	- حتى أنت اللاعبين الحصول على معا مرة أخرى ؟		HARD	meaniningless
